critical_high_ratio,content_type_encoded,has_forms,response_time_ms_scaled,status_category_encoded,waf_detected,log_response_size,path_depth_scaled,security_score,input_count,has_inputs,subdomain_count,num_query_params,total_headers,has_frame_options,has_comments,has_javascript,response_size_scaled,has_csp,url_length,security_headers_count_scaled,params_per_input,has_hsts,has_https,vuln_density_per_kb,input_count_scaled,interactivity_score,security_headers_count,server_header_encoded,path_depth,form_count,form_count_scaled,domain_tld_encoded,response_time_ms,response_size,has_xss_protection
0.0,0,1.0,0.08380609159470222,0,1,11.563371400450603,0.3333333333333333,0.6400000000000001,4.0,1.0,1.0,0.0,17.0,1.0,1.0,1.0,0.04972424536843324,1.0,97,0.25,0.0,0.0,1,0.009736339174502963,0.09090909090909091,0.9466666666666668,2.0,8,2.0,2.0,0.4,4,568.964,105173.0,0.0
1.2678571428571428,0,0.0,0.11547358690351842,0,1,11.965706635420378,0.0,0.92,0.0,0.0,1.0,0.0,20.0,0.0,1.0,1.0,0.07435375548731624,1.0,27,0.75,0.0,1.0,1,0.3646283072736175,0.0,0.2,6.0,8,0.0,0.0,0.0,13,754.567,157267.0,0.0
0.0,0,1.0,0.05196405251395924,0,1,11.551569088562433,0.3333333333333333,0.6400000000000001,4.0,1.0,1.0,0.0,18.0,1.0,1.0,1.0,0.0491408227960314,1.0,50,0.25,0.0,0.0,1,0.009851932383417196,0.09090909090909091,0.9466666666666668,2.0,8,2.0,2.0,0.4,4,382.338,103939.0,0.0
0.0,0,0.0,0.10696035518889802,0,1,12.79049811237417,0.0,1.3199999999999998,0.0,0.0,1.0,0.0,37.0,1.0,1.0,1.0,0.16963224047978703,1.0,23,0.75,0.0,1.0,1,0.028540292259281865,0.0,0.2,6.0,15,0.0,0.0,0.0,4,704.671,358791.0,1.0
0.0,0,0.0,0.06288711437001984,1,0,3.912023005428146,0.0,0.6400000000000001,0.0,0.0,1.0,0.0,26.0,1.0,0.0,0.0,2.269390881303765e-05,0.0,21,0.25,0.0,0.0,1,20.897959183673468,0.0,0.0,2.0,26,0.0,0.0,0.0,4,446.358,49.0,1.0
0.0,0,1.0,0.06767009145547667,0,1,10.869615519257454,0.3333333333333333,0.6400000000000001,0.0,0.0,1.0,0.0,18.0,1.0,1.0,1.0,0.02484652062190766,1.0,47,0.25,0.0,0.0,1,0.01948472047798455,0.0,0.55,2.0,8,2.0,1.0,0.2,4,474.391,52554.0,0.0
0.0,0,0.0,0.04008159708063171,0,0,11.374593998975703,0.0,1.12,0.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,0.041170060115218864,1.0,27,0.75,0.0,1.0,1,0.0,0.0,0.2,6.0,26,0.0,0.0,0.0,4,312.695,87080.0,1.0
0.8666666666666667,3,0.0,0.031323867589695534,1,1,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.146266970197697e-06,0.0,17,0.0,0.0,0.0,0,2194.285714285714,0.0,0.0,0.0,8,0.0,0.0,0.0,4,261.366,14.0,0.0
0.0,0,0.0,0.04628208116234209,1,0,4.852030263919617,0.3333333333333333,1.1,0.0,0.0,2.0,0.0,15.0,1.0,0.0,0.0,5.9571510634223825e-05,0.0,51,0.625,0.0,1.0,1,0.0,0.0,0.0,5.0,26,2.0,0.0,0.0,19,349.036,127.0,1.0
0.0,0,1.0,0.08007976121456532,0,1,11.508485623444166,0.3333333333333333,0.6400000000000001,4.0,1.0,1.0,0.0,17.0,1.0,1.0,1.0,0.0470685852475409,1.0,62,0.25,0.0,0.0,1,0.010285668367551931,0.09090909090909091,0.9466666666666668,2.0,8,2.0,2.0,0.4,4,547.124,99556.0,0.0
